Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour
Tuesday,18-30,Male,Junior high school,Above 10yr,Automobile,0.0, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Other,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,18-30,3,Not a Pedestrian,Moving Backward,Slight Injury,12
Thursday,31-50,Male,Junior high school,2-5yr,Public (> 45 seats),0.0, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,na,na,na,na,Not a Pedestrian,No distancing,Slight Injury,8
Thursday,18-30,Male,Elementary school,5-10yr,Other,5.0,Residential areas,Undivided Two way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,Not a Pedestrian,Changing lane to the right,Slight Injury,8
Tuesday,31-50,Male,Junior high school,5-10yr,Public (> 45 seats),2.0,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,31-50,3,Not a Pedestrian,Overtaking,Slight Injury,15
Sunday,18-30,Male,Elementary school,Above 10yr,Automobile,13.0, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Other,na,na,na,na,Not a Pedestrian,Moving Backward,Slight Injury,18
Sunday,Over 51,Male,Junior high school,Below 1yr,Automobile,13.0, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Not a Pedestrian,No distancing,Slight Injury,18
Monday,Over 51,Male,Junior high school,5-10yr,Pick up upto 10Q,0.0,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Reversing,Driver or rider,Male,18-30,3,Not a Pedestrian,No distancing,Slight Injury,9
Monday,Over 51,Male,Elementary school,1-2yr,Public (12 seats),13.0, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Not a Pedestrian,No priority to vehicle,Slight Injury,9
Wednesday,31-50,Male,Junior high school,5-10yr,Lorry (41?100Q),0.0,Office areas,other,Tangent road with mountainous terrain and,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Not a Pedestrian,No priority to vehicle,Slight Injury,20
Monday,31-50,Male,Junior high school,Above 10yr,Lorry (41?100Q),0.0,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Pedestrian,Male,18-30,3,Unknown or other,Changing lane to the left,Slight Injury,9
Monday,31-50,Male,High school,2-5yr,Lorry (41?100Q),2.0,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Not a Pedestrian,No distancing,Slight Injury,9
Monday,18-30,Female,Junior high school,1-2yr,Public (13?45 seats),1.0,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Moving Backward,Driver or rider,Female,Over 51,2,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,9
Wednesday,Over 51,Male,Junior high school,1-2yr,Lorry (41?100Q),0.0,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,2,Not a Pedestrian,Changing lane to the left,Fatal injury,20
Tuesday,18-30,Male,Above high school,2-5yr,Lorry (41?100Q),0.0,Rural village areasOffice areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,6,Going straight,na,na,na,na,Not a Pedestrian,Changing lane to the right,Serious Injury,11
Tuesday,18-30,Male,Junior high school,5-10yr,Motorcycle,0.0,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,6,Going straight,Pedestrian,Male,18-30,3,Not a Pedestrian,Driving to the left,Serious Injury,11
Tuesday,Under 18,Male,Elementary school,2-5yr,Lorry (41?100Q),0.0,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,6,Going straight,na,na,na,na,Not a Pedestrian,Driving at high speed,Serious Injury,11
Tuesday,Under 18,Male,Junior high school,1-2yr,Ridden horse,0.0,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,6,Going straight,Driver or rider,Male,5,2,Not a Pedestrian,Overtaking,Serious Injury,11
Tuesday,Under 18,Male,Junior high school,5-10yr,Automobile,0.0,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Gravel roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,6,Moving Backward,Pedestrian,Male,5,3,Not a Pedestrian,Changing lane to the right,Serious Injury,11
Tuesday,31-50,Male,Junior high school,Below 1yr,Lorry (41?100Q),0.0,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,6,Going straight,na,na,na,na,Not a Pedestrian,Changing lane to the right,Serious Injury,11
Tuesday,18-30,Male,Junior high school,2-5yr,Pick up upto 10Q,0.0,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Gravel roads,Wet or damp,Daylight,Normal,Rollover,4,6,Going straight,Driver or rider,Male,31-50,3,Not a Pedestrian,Moving Backward,Serious Injury,11
Saturday,31-50,Male,Junior high school,5-10yr,Public (> 45 seats),0.0,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Pedestrian,Female,18-30,2,Crossing from driver's nearside,Moving Backward,Slight Injury,14
Saturday,18-30,Male,Junior high school,Above 10yr,Stationwagen,0.0,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Not a Pedestrian,Changing lane to the left,Slight Injury,14
Friday,Over 51,Male,Elementary school,2-5yr,Automobile,0.0,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Going straight,Driver or rider,Male,18-30,3,Not a Pedestrian,Moving Backward,Serious Injury,20
Friday,Over 51,Male,Elementary school,Above 10yr,Public (12 seats),0.0,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Turnover,na,na,na,na,Not a Pedestrian,No distancing,Serious Injury,20
Friday,Over 51,Male,Junior high school,1-2yr,Automobile,0.0,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,3,5,Turnover,Driver or rider,Female,18-30,3,Not a Pedestrian,Moving Backward,Serious Injury,20
Friday,Over 51,Male,Junior high school,5-10yr,Automobile,5.0,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,3,5,Going straight,na,na,na,na,Not a Pedestrian,Changing lane to the right,Serious Injury,20
Friday,Over 51,Male,Junior high school,2-5yr,Automobile,5.0,Residential areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Going straight,Driver or rider,Male,31-50,3,Not a Pedestrian,Changing lane to the left,Serious Injury,20
Friday,18-30,Female,Junior high school,2-5yr,Lorry (41?100Q),5.0,School areas,Undivided Two way,Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Going straight,na,na,na,na,Not a Pedestrian,No priority to vehicle,Serious Injury,20
Friday,18-30,Male,Junior high school,2-5yr,Automobile,5.0,Residential areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Going straight,Pedestrian,Female,31-50,3,Unknown or other,No distancing,Slight Injury,19
Friday,18-30,Male,Junior high school,2-5yr,Automobile,5.0,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Going straight,Driver or rider,Male,18-30,3,Not a Pedestrian,No priority to vehicle,Slight Injury,19
Saturday,Over 51,Male,Junior high school,Above 10yr,Public (12 seats),0.0, Church areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Going straight,na,na,na,na,Not a Pedestrian,Driving under the influence of drugs,Serious Injury,23
Thursday,31-50,Male,Junior high school,Above 10yr,Taxi,0.0,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Getting off,Pedestrian,Female,18-30,3,Crossing from driver's nearside,Changing lane to the right,Slight Injury,18
Monday,Over 51,Male,Elementary school,5-10yr,Automobile,5.0,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Passenger,Female,Over 51,2,Not a Pedestrian,No distancing,Slight Injury,13
Monday,18-30,Male,Junior high school,Above 10yr,Public (12 seats),8.0,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3,Not a Pedestrian,No distancing,Slight Injury,13
Sunday,31-50,Male,Elementary school,2-5yr,Stationwagen,0.0,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Not a Pedestrian,Changing lane to the left,Slight Injury,8
Sunday,18-30,Female,Junior high school,5-10yr,Stationwagen,0.0,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,Under 18,3,Not a Pedestrian,Changing lane to the right,Slight Injury,8
Monday,Under 18,Male,Junior high school,Below 1yr,Automobile,0.0,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Not a Pedestrian,Changing lane to the right,Slight Injury,8
Monday,18-30,Male,Junior high school,5-10yr,Lorry (41?100Q),0.0,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,2,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,8
Saturday,18-30,Male,High school,Above 10yr,Automobile,0.0,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Not a Pedestrian,Moving Backward,Slight Injury,13
Saturday,31-50,Male,Junior high school,5-10yr,Public (12 seats),0.0,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Over 51,3,Not a Pedestrian,Changing lane to the left,Slight Injury,13
Saturday,18-30,Male,Elementary school,1-2yr,Automobile,0.0,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Pedestrian,Male,5,2,Not a Pedestrian,No priority to pedestrian,Slight Injury,16
Saturday,Under 18,Male,Junior high school,5-10yr,Automobile,0.0,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,na,na,na,na,Not a Pedestrian,No distancing,Slight Injury,16
Wednesday,Over 51,Male,Above high school,1-2yr,Lorry (41?100Q),0.0,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Not a Pedestrian,No distancing,Slight Injury,10
Monday,18-30,Male,Junior high school,Above 10yr,Automobile,0.0,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Not a Pedestrian,Changing lane to the left,Slight Injury,12
Monday,18-30,Female,Junior high school,1-2yr,Motorcycle,0.0,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,18-30,3,Not a Pedestrian,Changing lane to the right,Slight Injury,12
Monday,18-30,Male,Junior high school,5-10yr,Automobile,0.0,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,na,na,na,na,Not a Pedestrian,Driving carelessly,Slight Injury,12
Sunday,31-50,Male,Junior high school,2-5yr,Automobile,0.0,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Moving Backward,Driver or rider,Female,18-30,3,Not a Pedestrian,No distancing,Slight Injury,15
Sunday,Over 51,Male,Junior high school,5-10yr,Automobile,13.0,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,3,Going straight,na,na,na,na,Not a Pedestrian,Changing lane to the left,Slight Injury,15
Sunday,Over 51,Male,Junior high school,2-5yr,Automobile,13.0,Residential areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,3,Moving Backward,Driver or rider,Female,18-30,3,Not a Pedestrian,Moving Backward,Slight Injury,15
Sunday,31-50,Male,Junior high school,2-5yr,Public (> 45 seats),0.0,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Driver or rider,Female,18-30,3,Not a Pedestrian,No distancing,Serious Injury,14
Tuesday,Over 51,Male,Junior high school,Above 10yr,Automobile,0.0,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Not a Pedestrian,No priority to pedestrian,Slight Injury,17
Tuesday,Under 18,Male,Junior high school,1-2yr,Automobile,8.0,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Not a Pedestrian,Changing lane to the left,Slight Injury,17
Tuesday,31-50,Male,Above high school,1-2yr,Automobile,13.0,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,5,3,Not a Pedestrian,No distancing,Slight Injury,10
Tuesday,Over 51,Male,Above high school,No Licence,Other,5.0,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Not a Pedestrian,Driving carelessly,Slight Injury,10
Monday,31-50,Male,Junior high school,1-2yr,Stationwagen,0.0,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,na,na,na,na,Not a Pedestrian,No priority to vehicle,Slight Injury,14
